b_code,b_name,b_type,b_gudok,b_author,b_publish,b_page,b_price,b_cdate,b_rdate,b_bookcover,b_coversize,b_des
112253263,아버지의 해방일지,novel,N,정지아 저,창비,365,13500 ,2022-12-07,2019-02-08,http://image.yes24.com/goods/112253263/L,0,책설명
111088149,불편한 편의점 2 [ 단풍 에디션 작가 친필 사인 인쇄본 ],novel,Y,김호연 저,나무옆의자,365,12600 ,2022-12-07,2019-02-09,http://image.yes24.com/goods/111088149/L,0,책설명
99308021,불편한 편의점 [ 벚꽃 에디션 ],novel,Y,김호연 저,나무옆의자,365,12600 ,2022-12-07,2019-02-10,http://image.yes24.com/goods/99308021/L,0,책설명
111085946,하얼빈 [ 양장 ],novel,Y,김훈 저,문학동네,365,14400 ,2022-12-07,2019-02-11,http://image.yes24.com/goods/111085946/L,0,책설명
102360203,오늘 밤 세계에서 이 사랑이 사라진다 해도,novel,Y,이치조 미사키 저/권영주 역,모모,365,12600 ,2022-12-07,2019-02-12,http://image.yes24.com/goods/102360203/L,0,책설명
110641272,파친코 1 [ 개정판 ],novel,Y,이민진 저/신승미 역,인플루엔셜,365,14220 ,2022-12-07,2019-02-13,http://image.yes24.com/goods/110641272/L,0,책설명
111680193,파친코 2 [ 개정판 ],novel,Y,이민진 저/신승미 역,인플루엔셜,365,14220 ,2022-12-07,2019-02-14,http://image.yes24.com/goods/111680193/L,0,책설명
109308932,세상의 마지막 기차역,novel,Y,무라세 다케시 저/김지연 역,모모,365,12600 ,2022-12-07,2019-02-15,http://image.yes24.com/goods/109308932/L,0,책설명
115468266,크리스마스 타일,novel,Y,김금희 저,창비,365,13500 ,2022-12-07,2019-02-16,http://image.yes24.com/goods/115468266/L,0,책설명
24259730,꽃을 보듯 너를 본다 [ 양장 ],novel,Y,나태주 저,지혜,365,9000 ,2022-12-07,2019-02-17,http://image.yes24.com/goods/24259730/L,0,책설명
108887930,작별인사,novel,Y,김영하 저,복복서가,365,12600 ,2022-12-07,2019-02-18,http://image.yes24.com/goods/108887930/L,0,책설명
110643312,오늘 밤 세계에서 이 눈물이 사라진다 해도,novel,Y,이치조 미사키 저/김윤경 역,모모,365,12600 ,2022-12-07,2019-02-19,http://image.yes24.com/goods/110643312/L,0,책설명
106211628,어서 오세요 휴남동 서점입니다,novel,Y,황보름 저,클레이하우스,365,13500 ,2022-12-07,2019-02-20,http://image.yes24.com/goods/106211628/L,0,책설명
91065309,달러구트 꿈 백화점 (레인보우 에디션) 주문하신 꿈은 매진입니다,novel,Y,이미예 저,팩토리나인,365,12420 ,2022-12-07,2019-02-21,http://image.yes24.com/goods/91065309/L,0,책설명
115401494,백만장자를 위한 공짜 음식 1 [ 작가 사인 인쇄본 개정판 ],novel,Y,이민진 저/유소영 역,인플루엔셜,365,15120 ,2022-12-07,2019-02-22,http://image.yes24.com/goods/115401494/L,0,책설명
102789938,달러구트 꿈 백화점 2 (레인보우 에디션) 단골손님을 찾습니다,novel,Y,이미예 저,팩토리나인,365,12420 ,2022-12-07,2019-02-23,http://image.yes24.com/goods/102789938/L,0,책설명
115204154,재벌집 막내아들 1 [ 작가 친필 사인 인쇄본 ],novel,Y,산경 저,테라코타,365,15300 ,2022-12-07,2019-02-24,http://image.yes24.com/goods/115204154/L,0,책설명
113741336,작은 땅의 야수들,novel,Y,김주혜 저/박소현 역,다산책방,365,16200 ,2022-12-07,2019-02-25,http://image.yes24.com/goods/113741336/L,0,책설명
115401689,백만장자를 위한 공짜 음식 2 [ 개정판 ],novel,Y,이민진 저/유소영 역,인플루엔셜,365,15120 ,2022-12-07,2019-02-26,http://image.yes24.com/goods/115401689/L,0,책설명
1387488,인간 실격,novel,Y,다자이 오사무 저,민음사,365,8100 ,2022-12-07,2019-02-27,http://image.yes24.com/goods/1387488/L,0,책설명
115204163,재벌집 막내아들 2 [ 작가 친필 사인 인쇄본 ],novel,Y,산경 저,테라코타,365,15300 ,2022-12-07,2019-02-28,http://image.yes24.com/goods/115204163/L,0,책설명
115427050,재벌집 막내아들 3 [ 작가 친필 사인 인쇄본 ],novel,Y,산경 저,테라코타,365,15300 ,2022-12-07,2019-03-01,http://image.yes24.com/goods/115427050/L,0,책설명
115427065,재벌집 막내아들 4 [ 작가 친필 사인 인쇄본 ],novel,Y,산경 저,테라코타,365,15300 ,2022-12-07,2019-03-02,http://image.yes24.com/goods/115427065/L,0,책설명
115427084,재벌집 막내아들 5 [ 작가 친필 사인 인쇄본 ],novel,Y,산경 저,테라코타,365,15300 ,2022-12-07,2019-03-03,http://image.yes24.com/goods/115427084/L,0,책설명
37300128,아몬드 [ 양장 ],novel,Y,손원평 저,창비,365,10800 ,2022-12-07,2019-03-04,http://image.yes24.com/goods/37300128/L,0,책설명
113737429,이토록 평범한 미래,novel,Y,김연수 저,문학동네,365,12600 ,2022-12-07,2019-03-05,http://image.yes24.com/goods/113737429/L,0,책설명
74394249,가재가 노래하는 곳 [ 스페셜 에디션 ],novel,Y,델리아 오언스 저/김선형 역,살림출판사,365,14400 ,2022-12-07,2019-03-06,http://image.yes24.com/goods/74394249/L,0,책설명
115570358,원청 잃어버린 도시 [ 작가 사인 인쇄본 ],novel,Y,위화 저/문현선 역,푸른숲,365,16650 ,2022-12-07,2019-03-07,http://image.yes24.com/goods/115570358/L,0,책설명
109144983,어느 날 내 죽음에 네가 들어왔다,novel,Y,세이카 료겐 저/김윤경 역,모모,365,13500 ,2022-12-07,2019-03-08,http://image.yes24.com/goods/109144983/L,0,책설명
8759796,모순 양귀자 장편소설 [ 양장 개정판 ],novel,Y,양귀자 저,쓰다,365,11700 ,2022-12-07,2019-03-09,http://image.yes24.com/goods/8759796/L,0,책설명
102687133,밝은 밤,novel,Y,최은영 저,문학동네,365,13050 ,2022-12-07,2019-03-10,http://image.yes24.com/goods/102687133/L,0,책설명
112220926,나는 오래된 거리처럼 너를 사랑하고,novel,Y,진은영 저,문학과지성사,365,10800 ,2022-12-07,2019-03-11,http://image.yes24.com/goods/112220926/L,0,책설명
99534783,미드나잇 라이브러리 : 평행우주 에디션 인생의 두 번째 기회를 드립니다,novel,Y,매트 헤이그 저/노진선 역,인플루엔셜,365,14220 ,2022-12-07,2019-03-12,http://image.yes24.com/goods/99534783/L,0,책설명
109857859,너무 잘하려고 애쓰지 마라,novel,Y,나태주 저,열림원,365,12600 ,2022-12-07,2019-03-13,http://image.yes24.com/goods/109857859/L,0,책설명
176787,데미안,novel,Y,헤르만 헤세 저/전영애 역,민음사,365,7200 ,2022-12-07,2019-03-14,http://image.yes24.com/goods/176787/L,0,책설명
103026125,지구 끝의 온실,novel,Y,김초엽 저,자이언트북스,365,13500 ,2022-12-07,2019-03-15,http://image.yes24.com/goods/103026125/L,0,책설명
8157957,나미야 잡화점의 기적 [ 양장 ],novel,Y,히가시노 게이고 저/양윤옥 역,현대문학,365,13320 ,2022-12-07,2019-03-16,http://image.yes24.com/goods/8157957/L,0,책설명
113420159,슬픔이 택배로 왔다,novel,Y,정호승 저,창비,365,9900 ,2022-12-07,2019-03-17,http://image.yes24.com/goods/113420159/L,0,책설명
91860730,심판 [ 양장 ],novel,Y,베르나르 베르베르 저/전미연 역,열린책들,365,11520 ,2022-12-07,2019-03-18,http://image.yes24.com/goods/91860730/L,0,책설명
95161627,나태주 시간의 쉼표 시인 나태주가 당신의 하루에 건네는 365 휴식 일력 [ 스프링북 ],novel,Y,나태주 글그림,서울문화사,365,14220 ,2022-12-07,2019-03-19,http://image.yes24.com/goods/95161627/L,0,책설명
112928206,외사랑 [ 양장 ],novel,Y,히가시노 게이고 저/민경욱 역,소미미디어,365,16020 ,2022-12-07,2019-03-20,http://image.yes24.com/goods/112928206/L,0,책설명
114273352,가녀장의 시대,novel,Y,이슬아 저,이야기장수,365,13500 ,2022-12-07,2019-03-21,http://image.yes24.com/goods/114273352/L,0,책설명
17320795,구의 증명,novel,Y,최진영 저,은행나무,365,7200 ,2022-12-07,2019-03-22,http://image.yes24.com/goods/17320795/L,0,책설명
7977274,단순한 열정,novel,Y,아니 에르노 저/최정수 역,문학동네,365,9000 ,2022-12-07,2019-03-23,http://image.yes24.com/goods/7977274/L,0,책설명
74261416,우리가 빛의 속도로 갈 수 없다면 [ 양장 ],novel,Y,김초엽 저,허블,365,12600 ,2022-12-07,2019-03-24,http://image.yes24.com/goods/74261416/L,0,책설명
115600986,절연 앤솔러지 소설집─아시아의 젊은 작가들 [ 작가 사인 인쇄본 ],novel,Y,정세랑무라타 사야카알피안 사아트하오징팡위왓 럿위왓웡사홍라이추라샴자응우옌 응옥 뚜롄밍웨이 저/홍은주 역,문학동네,365,15300 ,2022-12-07,2019-03-25,http://image.yes24.com/goods/115600986/L,0,책설명
92462696,마음챙김의 시,novel,Y,류시화 편,수오서재,365,11700 ,2022-12-07,2019-03-26,http://image.yes24.com/goods/92462696/L,0,책설명
112592425,데뷔 못 하면 죽는 병 걸림 1부 초판 한정 굿즈박스 세트 [ 전2권+북케이스+마우스장패드+미니포스터+슬로건+렌티큘러카드1종+포토카드9종+그립톡+일러스트사인보드 ],novel,Y,백덕수 저,위시북스,365,85500 ,2022-12-07,2019-03-27,http://image.yes24.com/goods/112592425/L,0,책설명
89913383,칵테일 러브 좀비 [ 리커버 ],novel,Y,조예은 저,안전가옥,365,9000 ,2022-12-07,2019-03-28,http://image.yes24.com/goods/89913383/L,0,책설명
4827613,이방인,novel,Y,알베르 까뮈 저/김화영 역,민음사,365,9000 ,2022-12-07,2019-03-29,http://image.yes24.com/goods/4827613/L,0,책설명
45353675,용의자 X의 헌신 [ 양장 ],novel,Y,히가시노 게이고 저/양억관 역,재인,365,15120 ,2022-12-07,2019-03-30,http://image.yes24.com/goods/45353675/L,0,책설명
70875765,눈사람 자살 사건,novel,Y,최승호 저,달아실,365,11700 ,2022-12-07,2019-03-31,http://image.yes24.com/goods/70875765/L,0,책설명
115788385,[한양리커버] 천 개의 파랑 [ 작가 사인 인쇄본 ],novel,Y,천선란 저,허블,365,12600 ,2022-12-07,2019-04-01,http://image.yes24.com/goods/115788385/L,0,책설명
91766653,천 개의 파랑,novel,Y,천선란 저,허블,365,12600 ,2022-12-07,2019-04-02,http://image.yes24.com/goods/91766653/L,0,책설명
17352,동물농장,novel,Y,조지 오웰 저/도정일 역,민음사,365,7200 ,2022-12-07,2019-04-03,http://image.yes24.com/goods/17352/L,0,책설명
114906622,이상한 집,novel,Y,우케쓰 저/김은모 역,리드비(READbie),365,13500 ,2022-12-07,2019-04-04,http://image.yes24.com/goods/114906622/L,0,책설명
61933303,참을 수 없는 존재의 가벼움 [ 국내 소개 30주년 기념 리뉴얼판 양장 ],novel,Y,밀란 쿤데라 저/이재룡 역,민음사,365,13500 ,2022-12-07,2019-04-05,http://image.yes24.com/goods/61933303/L,0,책설명
76106687,지구에서 한아뿐 [ 양장 개정판 ],novel,Y,정세랑 저,난다,365,11700 ,2022-12-07,2019-04-06,http://image.yes24.com/goods/76106687/L,0,책설명
82935976,해리포터와 마법사의 돌 1 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8100 ,2022-12-07,2019-04-07,http://image.yes24.com/goods/82935976/L,0,책설명
57799398,회색 인간,novel,Y,김동식 저,요다,365,11700 ,2022-12-07,2019-04-08,http://image.yes24.com/goods/57799398/L,0,책설명
426994,차라투스트라는 이렇게 말했다,novel,Y,프리드리히 니체 저/장희창 역,민음사,365,9900 ,2022-12-07,2019-04-09,http://image.yes24.com/goods/426994/L,0,책설명
115586033,테스터 [ 작가 사인 인쇄본 ],novel,Y,이희영 저,허블,365,12600 ,2022-12-07,2019-04-10,http://image.yes24.com/goods/115586033/L,0,책설명
115094437,랑과 나의 사막 [ 양장 ],novel,Y,천선란 저,현대문학,365,11700 ,2022-12-07,2019-04-11,http://image.yes24.com/goods/115094437/L,0,책설명
109155030,책들의 부엌,novel,Y,김지혜 저,팩토리나인,365,13050 ,2022-12-07,2019-04-12,http://image.yes24.com/goods/109155030/L,0,책설명
105423980,테라피스트,novel,Y,B. A. 패리스 저/박설영 역,모모,365,14400 ,2022-12-07,2019-04-13,http://image.yes24.com/goods/105423980/L,0,책설명
204300,호밀밭의 파수꾼,novel,Y,제롬 데이비드 샐린저 저/공경희 역,민음사,365,7200 ,2022-12-07,2019-04-14,http://image.yes24.com/goods/204300/L,0,책설명
402246,오만과 편견,novel,Y,제인 오스틴 저,민음사,365,9900 ,2022-12-07,2019-04-15,http://image.yes24.com/goods/402246/L,0,책설명
372300,1984,novel,Y,조지 오웰 저/정회성 역,민음사,365,8550 ,2022-12-07,2019-04-16,http://image.yes24.com/goods/372300/L,0,책설명
22431294,어린 왕자 [ 양장 ],novel,Y,앙투안 드 생텍쥐페리 저/황현산 역,열린책들,365,10620 ,2022-12-07,2019-04-17,http://image.yes24.com/goods/22431294/L,0,책설명
109080475,애쓰지 않아도 [ 양장 ],novel,Y,최은영 저/김세희 그림,마음산책,365,13050 ,2022-12-07,2019-04-18,http://image.yes24.com/goods/109080475/L,0,책설명
104467523,방금 떠나온 세계,novel,Y,김초엽 저,한겨레출판,365,13500 ,2022-12-07,2019-04-19,http://image.yes24.com/goods/104467523/L,0,책설명
115284374,호텔 이야기 [ 작가 사인 인쇄본 ],novel,Y,임경선 저,토스트,365,13500 ,2022-12-07,2019-04-20,http://image.yes24.com/goods/115284374/L,0,책설명
110726392,튜브,novel,Y,손원평 저,창비,365,13500 ,2022-12-07,2019-04-21,http://image.yes24.com/goods/110726392/L,0,책설명
90367403,시선으로부터,novel,Y,정세랑 저,문학동네,365,12600 ,2022-12-07,2019-04-22,http://image.yes24.com/goods/90367403/L,0,책설명
27643793,종의 기원,novel,Y,정유정 저,은행나무,365,11700 ,2022-12-07,2019-04-23,http://image.yes24.com/goods/27643793/L,0,책설명
252513,설국,novel,Y,가와바타 야스나리 저,민음사,365,7200 ,2022-12-07,2019-04-24,http://image.yes24.com/goods/252513/L,0,책설명
115034225,달팽이 식당,novel,Y,오가와 이토 저/권남희 역,알에이치코리아(RHK),365,14850 ,2022-12-07,2019-04-25,http://image.yes24.com/goods/115034225/L,0,책설명
13137546,소년이 온다,novel,Y,한강 저,창비,365,12600 ,2022-12-07,2019-04-26,http://image.yes24.com/goods/13137546/L,0,책설명
115253355,루팡의 딸 5,novel,Y,요코제키 다이 저/권하영 역,북플라자,365,14850 ,2022-12-07,2019-04-27,http://image.yes24.com/goods/115253355/L,0,책설명
44499829,노르웨이의 숲 [ 양장 ],novel,N,무라카미 하루키 저/양억관 역,민음사,365,13500 ,2022-12-07,2019-04-28,http://image.yes24.com/goods/44499829/L,0,책설명
41847244,가장 예쁜 생각을 너에게 주고 싶다,novel,N,나태주 저/강라은 그림,알에이치코리아(RHK),365,13500 ,2022-12-07,2019-04-29,http://image.yes24.com/goods/41847244/L,0,책설명
2950700,브람스를 좋아하세요...,novel,N,프랑수아즈 사강 저/김남주 역,민음사,365,7650 ,2022-12-07,2019-04-30,http://image.yes24.com/goods/2950700/L,0,책설명
78651636,끝까지 남겨두는 그 마음 나태주 필사시집,novel,N,나태주 저,북로그컴퍼니,365,12420 ,2022-12-07,2019-05-01,http://image.yes24.com/goods/78651636/L,0,책설명
8068409,중고생이 꼭 읽어야 할 한국단편소설 40 [ ‘인물 관계도’ 수록 개정판 ],novel,N,성낙수김형주박찬영 편/현진건김동인 등저,리베르,365,15120 ,2022-12-07,2019-05-02,http://image.yes24.com/goods/8068409/L,0,책설명
4827619,페스트,novel,N,알베르 까뮈 저/김화영 역,민음사,365,12600 ,2022-12-07,2019-05-03,http://image.yes24.com/goods/4827619/L,0,책설명
115226591,너에게 전화가 왔다 [ 양장 ],novel,N,원태연 저,은행나무,365,10800 ,2022-12-07,2019-05-04,http://image.yes24.com/goods/115226591/L,0,책설명
101375755,프로젝트 헤일메리,novel,N,앤디 위어 저/강동혁 역,알에이치코리아(RHK),365,16650 ,2022-12-07,2019-05-05,http://image.yes24.com/goods/101375755/L,0,책설명
109155048,너의 하늘을 보아 박노해 시집 [ 양장 ],novel,N,박노해 저,느린걸음,365,17550 ,2022-12-07,2019-05-06,http://image.yes24.com/goods/109155048/L,0,책설명
113448312,수상한 초콜릿 가게,novel,N,김예은 저,서랍의날씨,365,12150 ,2022-12-07,2019-05-07,http://image.yes24.com/goods/113448312/L,0,책설명
8150462,당신의 이름을 지어다가 며칠은 먹었다,novel,N,박준 저,문학동네,365,9000 ,2022-12-07,2019-05-08,http://image.yes24.com/goods/8150462/L,0,책설명
107487179,윤동주 전 시집 하늘과 바람과 별과 시 서거 77주년 탄생 105주년 기념 『하늘과 바람과 별과 시』 뉴 에디션 [ 양장 ],novel,N,윤동주 저/윤동주100년포럼 편,스타북스,365,11700 ,2022-12-07,2019-05-09,http://image.yes24.com/goods/107487179/L,0,책설명
114946621,우중괴담 [ 양장 ],novel,N,미쓰다 신조 저/현정수 역,북로드,365,15120 ,2022-12-07,2019-05-10,http://image.yes24.com/goods/114946621/L,0,책설명
111704883,트로피컬 나이트,novel,N,조예은 저,한겨레출판,365,13500 ,2022-12-07,2019-05-11,http://image.yes24.com/goods/111704883/L,0,책설명
108233533,위저드 베이커리 [ 양장 개정판 ],novel,N,구병모 저,창비,365,12600 ,2022-12-07,2019-05-12,http://image.yes24.com/goods/108233533/L,0,책설명
72127217,나는 소망한다 내게 금지된 것을 [ 개정판 ],novel,N,양귀자 저,쓰다,365,13500 ,2022-12-07,2019-05-13,http://image.yes24.com/goods/72127217/L,0,책설명
6157159,노인과 바다,novel,N,어네스트 밀러 헤밍웨이 저/김욱동 역,민음사,365,7200 ,2022-12-07,2019-05-14,http://image.yes24.com/goods/6157159/L,0,책설명
240525,연금술사 [ 양장 ],novel,N,파울로 코엘료 저/최정수 역,문학동네,365,10800 ,2022-12-07,2019-05-15,http://image.yes24.com/goods/240525/L,0,책설명
113467323,열두 개의 달 시화집 일력 에디션 그림과 시로 빛나는 당신의 하루 [ 스프링북 컬러 ],novel,Y,윤동주 등저 / 클로드 모네 등그림,저녁달고양이,365,23220 ,2022-12-07,2019-05-16,http://image.yes24.com/goods/113467323/L,0,책설명
103102524,피프티 피플 [ 특별판 ],novel,Y,정세랑 저,창비,365,12600 ,2022-12-07,2019-05-17,http://image.yes24.com/goods/103102524/L,0,책설명
18360997,멋진 신세계,novel,Y,올더스 헉슬리 저/안정효 역,소담출판사,365,12420 ,2022-12-07,2019-05-18,http://image.yes24.com/goods/18360997/L,0,책설명
59990444,파과 [ 양장 개정판 ],novel,Y,구병모 저,위즈덤하우스,365,12600 ,2022-12-07,2019-05-19,http://image.yes24.com/goods/59990444/L,0,책설명
101965629,재와 물거품,novel,Y,김청귤 저,안전가옥,365,9000 ,2022-12-07,2019-05-20,http://image.yes24.com/goods/101965629/L,0,책설명
257435,싯다르타,novel,Y,헤르만 헤세 저/박병덕 역,민음사,365,7200 ,2022-12-07,2019-05-21,http://image.yes24.com/goods/257435/L,0,책설명
105360182,네가 마지막으로 남긴 노래,novel,Y,이치조 미사키 저/김윤경 역,모모,365,12600 ,2022-12-07,2019-05-22,http://image.yes24.com/goods/105360182/L,0,책설명
108422348,채식주의자 [ 양장 개정판 ],novel,Y,한강 저,창비,365,13500 ,2022-12-07,2019-05-23,http://image.yes24.com/goods/108422348/L,0,책설명
104721426,나인 [ 작가 사인 인쇄본 양장 ],novel,Y,천선란 저,창비,365,13500 ,2022-12-07,2019-05-24,http://image.yes24.com/goods/104721426/L,0,책설명
29074412,시지프 신화,novel,Y,알베르 까뮈 저/김화영 역,민음사,365,10800 ,2022-12-07,2019-05-25,http://image.yes24.com/goods/29074412/L,0,책설명
15816722,지금 알고 있는 걸 그때도 알았더라면 [ 개정판 ],novel,Y,류시화 편,열림원,365,9000 ,2022-12-07,2019-05-26,http://image.yes24.com/goods/15816722/L,0,책설명
9159388,망원동 브라더스 제9회 세계문학상 우수상,novel,Y,김호연 저,나무옆의자,365,11700 ,2022-12-07,2019-05-27,http://image.yes24.com/goods/9159388/L,0,책설명
114907339,나주에 대하여,novel,Y,김화진 저,문학동네,365,13500 ,2022-12-07,2019-05-28,http://image.yes24.com/goods/114907339/L,0,책설명
115852590,어떤 진심 2023년 제68회 현대문학상 수상 소설집,novel,Y,안보윤 등저,현대문학,365,13500 ,2022-12-07,2019-05-29,http://image.yes24.com/goods/115852590/L,0,책설명
14840131,가면산장 살인사건 [ 양장 ],novel,Y,히가시노 게이고 저/김난주 역,재인,365,13320 ,2022-12-07,2019-05-30,http://image.yes24.com/goods/14840131/L,0,책설명
135880,달과 6펜스,novel,Y,윌리엄 서머싯 몸 저,민음사,365,9000 ,2022-12-07,2019-05-31,http://image.yes24.com/goods/135880/L,0,책설명
115621916,묵향 37 사막의 이변,novel,Y,전동조 저,스카이BOOK,365,8100 ,2022-12-07,2019-06-01,http://image.yes24.com/goods/115621916/L,0,책설명
59520991,너는 달밤에 빛나고,novel,Y,사노 테츠야 저,디앤씨미디어(D&C미디어),365,10800 ,2022-12-07,2019-06-02,http://image.yes24.com/goods/59520991/L,0,책설명
9387098,신곡 세트 [ 전3권 특별부록 : 단테 노트 ],novel,Y,단테 저/박상진 역,민음사,365,26100 ,2022-12-07,2019-06-03,http://image.yes24.com/goods/9387098/L,0,책설명
109360545,아몬드 [ 100만 부 기념 특별판 작가 사인 인쇄본 양장 ],novel,Y,손원평 저,창비,365,10800 ,2022-12-07,2019-06-04,http://image.yes24.com/goods/109360545/L,0,책설명
221158,수레바퀴 아래서,novel,Y,헤르만 헤세 저/김이섭 역,민음사,365,7200 ,2022-12-07,2019-06-05,http://image.yes24.com/goods/221158/L,0,책설명
115777298,여자아이 기억,novel,Y,아니 에르노 저/백수린 역,레모출판사,365,14400 ,2022-12-07,2019-06-06,http://image.yes24.com/goods/115777298/L,0,책설명
110643268,여기는 커스터드 특별한 도시락을 팝니다,novel,Y,가토 겐 저/양지윤 역,필름,365,13500 ,2022-12-07,2019-06-07,http://image.yes24.com/goods/110643268/L,0,책설명
82936607,해리포터와 마법사의 돌 2 [ 개정판 ],novel,Y,J.K. 롤링 저/강동혁 역,문학수첩,365,8100 ,2022-12-07,2019-06-08,http://image.yes24.com/goods/82936607/L,0,책설명
115834429,악녀라서 편하고 좋은데요? 세트 [ 전4권/구성 : 아르망 인장 드링크 백+초판 한정 일러스트 엽서 2종 완결 ],novel,Y,망고킴 저,연담,365,46800 ,2022-12-07,2019-06-09,http://image.yes24.com/goods/115834429/L,0,책설명
115253849,이 와중에 스무 살,novel,Y,최지연 저,창비교육,365,12600 ,2022-12-07,2019-06-10,http://image.yes24.com/goods/115253849/L,0,책설명
110832417,사서함 110호의 우편물 [ 양장 개정판 ],novel,Y,이도우 저,수박설탕,365,13500 ,2022-12-07,2019-06-11,http://image.yes24.com/goods/110832417/L,0,책설명
110733803,하쿠다 사진관 (윈터 에디션),novel,Y,허태연 저,놀,365,13950 ,2022-12-07,2019-06-12,http://image.yes24.com/goods/110733803/L,0,책설명
101908580,[한양리커버] 완전한 행복,novel,Y,정유정 저,은행나무,365,14220 ,2022-12-07,2019-06-13,http://image.yes24.com/goods/101908580/L,0,책설명
35552641,돌이킬 수 없는 약속,novel,Y,야쿠마루 가쿠 저/김성미 역,북플라자,365,13500 ,2022-12-07,2019-06-14,http://image.yes24.com/goods/35552641/L,0,책설명
76108857,악의 [ 양장 개정판 ],novel,Y,히가시노 게이고 저/양윤옥 역,현대문학,365,12600 ,2022-12-07,2019-06-15,http://image.yes24.com/goods/76108857/L,0,책설명
112592378,데뷔 못 하면 죽는 병 걸림 1부 초판 양장본 세트 [ 전2권/양장본 전용 북케이스+초판한정 미니포스터(책과랩핑) ],novel,Y,백덕수 저,위시북스,365,27000 ,2022-12-07,2019-06-16,http://image.yes24.com/goods/112592378/L,0,책설명
112013264,재수사 2,novel,Y,장강명 저,은행나무,365,14400 ,2022-12-07,2019-06-17,http://image.yes24.com/goods/112013264/L,0,책설명
111086496,미키7,novel,Y,에드워드 애슈턴 저/배지혜 역,황금가지,365,13500 ,2022-12-07,2019-06-18,http://image.yes24.com/goods/111086496/L,0,책설명
90547949,초판본 데미안 (리커버 한정판) 1919년 오리지널 초판본 표지디자인 [ 양장 블랙벨벳 에디션 ],novel,Y,헤르만 헤세 저/이순학 역,더스토리,365,10800 ,2022-12-07,2019-06-19,http://image.yes24.com/goods/90547949/L,0,책설명
53802600,봉제인형 살인사건,novel,Y,다니엘 콜 저/유혜인 역,북플라자,365,13500 ,2022-12-07,2019-06-20,http://image.yes24.com/goods/53802600/L,0,책설명
1498404,빨치산의 딸 1,novel,Y,정지아 저,필맥,365,8550 ,2022-12-07,2019-06-21,http://image.yes24.com/goods/1498404/L,0,책설명
112618165,클로버 제15회 창비 청소년문학상 수상작 [ 양장 ],novel,Y,나혜림 저,창비,365,12600 ,2022-12-07,2019-06-22,http://image.yes24.com/goods/112618165/L,0,책설명
108672470,2022 제13회 젊은작가상 수상작품집 [ 작가 메시지&사인 인쇄본 ],novel,Y,임솔아김멜라김병운김지연김혜진서수진서이제 저,문학동네,365,6930 ,2022-12-07,2019-06-23,http://image.yes24.com/goods/108672470/L,0,책설명
106735400,훌훌 제12회 문학동네청소년문학상 대상 수상작,novel,Y,문경민 저,문학동네,365,11250 ,2022-12-07,2019-06-24,http://image.yes24.com/goods/106735400/L,0,책설명
18757278,앵무새 죽이기,novel,Y,하퍼 리 저/김욱동 역,열린책들,365,14220 ,2022-12-07,2019-06-25,http://image.yes24.com/goods/18757278/L,0,책설명
95377072,세계를 건너 너에게 갈게 [ 양장 ],novel,Y,이꽃님 저,문학동네,365,11700 ,2022-12-07,2019-06-26,http://image.yes24.com/goods/95377072/L,0,책설명
109856109,저만치 혼자서 [ 양장 ],novel,Y,김훈 저,문학동네,365,13500 ,2022-12-07,2019-06-27,http://image.yes24.com/goods/109856109/L,0,책설명
106375449,전지적 독자 시점 PART 1 - 01,novel,Y,싱숑 저,비채,365,12150 ,2022-12-07,2019-06-28,http://image.yes24.com/goods/106375449/L,0,책설명
73008181,빨강 머리 앤 [ 양장 ],novel,Y,루시 모드 몽고메리 저/박혜원 역,더모던,365,15120 ,2022-12-07,2019-06-29,http://image.yes24.com/goods/73008181/L,0,책설명
11935986,칼의 노래 김훈 장편소설 [ 양장 ],novel,Y,김훈 저,문학동네,365,13500 ,2022-12-07,2019-06-30,http://image.yes24.com/goods/11935986/L,0,책설명
109883780,레슨 인 케미스트리 1,novel,Y,보니 가머스 저/심연희 역,다산책방,365,14220 ,2022-12-07,2019-07-01,http://image.yes24.com/goods/109883780/L,0,책설명
91901136,살인자의 기억법 [ 개정판 ],novel,Y,김영하 저,복복서가,365,9000 ,2022-12-07,2019-07-02,http://image.yes24.com/goods/91901136/L,0,책설명
1498405,빨치산의 딸 2,novel,Y,정지아 저,필맥,365,8550 ,2022-12-07,2019-07-03,http://image.yes24.com/goods/1498405/L,0,책설명
17386,젊은 베르테르의 슬픔,novel,Y,요한 볼프강 폰 괴테 저,민음사,365,7200 ,2022-12-07,2019-07-04,http://image.yes24.com/goods/17386/L,0,책설명
113791952,2022 김승옥문학상 수상작품집 [ 작가 사인 인쇄본 ],novel,Y,편혜영김연수김애란정한아문지혁백수린 저,문학동네,365,9000 ,2022-12-07,2019-07-05,http://image.yes24.com/goods/113791952/L,0,책설명
112013259,재수사 1,novel,Y,장강명 저,은행나무,365,14400 ,2022-12-07,2019-07-06,http://image.yes24.com/goods/112013259/L,0,책설명
112011829,아라의 소설 [ 작가 사인 인쇄본 ],novel,Y,정세랑 저,안온북스,365,13500 ,2022-12-07,2019-07-07,http://image.yes24.com/goods/112011829/L,0,책설명
109883781,레슨 인 케미스트리 2,novel,Y,보니 가머스 저/심연희 역,다산책방,365,14220 ,2022-12-07,2019-07-08,http://image.yes24.com/goods/109883781/L,0,책설명
